,Beta Value,Max Bid,Num Bids,Average Optimum Profit,Average Actual Profit,Average Loss,Average Loss Per Bid,Worst Loss,Average Worst Loss
784,1.8000000000000003,10000,10,30540.32,5761.003,11205.841,1120.584,24122.616,2412.262
785,1.8000000000000003,10000,20,59288.6,15621.511,17316.6,865.83,31632.736,1581.637
786,1.8000000000000003,10000,50,135314.66,55840.539,19334.272,386.685,45342.966,906.859
787,1.8000000000000003,10000,100,270404.24,165507.419,-15282.842,-152.828,19506.466,195.065
788,1.8000000000000003,10000,150,398499.04,283409.977,-62021.621,-413.477,-24600.913,-164.006
789,1.8000000000000003,10000,200,506571.04,389326.376,-107898.021,-539.49,-65693.607,-328.468
790,1.8000000000000003,10000,500,1279155.96,1137324.113,-426681.913,-853.364,-360861.945,-721.724
791,1.8000000000000003,10000,1000,2518424.36,2354481.143,-955356.498,-955.356,-845856.554,-845.857
792,1.9000000000000001,10,5,19.18,10.701,-0.606,-0.121,7.335,1.467
793,1.9000000000000001,10,10,34.9,20.071,-1.703,-0.17,9.34,0.934
794,1.9000000000000001,10,20,65.92,43.548,-8.853,-0.443,6.023,0.301
795,1.9000000000000001,10,50,153.98,112.347,-31.304,-0.626,-0.035,-0.001
796,1.9000000000000001,10,100,311.98,254.458,-90.258,-0.903,-42.888,-0.429
797,1.9000000000000001,10,150,463.36,393.116,-149.242,-0.995,-90.937,-0.606
798,1.9000000000000001,10,200,604.84,535.771,-217.434,-1.087,-162.623,-0.813
799,1.9000000000000001,10,500,1512.66,1420.307,-624.17,-1.248,-546.653,-1.093
800,1.9000000000000001,10,1000,3014.62,2903.921,-1317.279,-1.317,-1225.462,-1.225
801,1.9000000000000001,20,5,37.4,15.107,4.577,0.915,20.423,4.085
802,1.9000000000000001,20,10,66.9,33.606,1.604,0.16,27.326,2.733
803,1.9000000000000001,20,20,118.08,66.272,-4.125,-0.206,30.868,1.543
804,1.9000000000000001,20,50,293.06,192.13,-37.888,-0.758,9.081,0.182
805,1.9000000000000001,20,100,578.16,426.912,-122.617,-1.226,-36.178,-0.362
806,1.9000000000000001,20,150,845.36,666.711,-221.784,-1.479,-117.687,-0.785
807,1.9000000000000001,20,200,1126.8,911.784,-318.732,-1.594,-189.419,-0.947
808,1.9000000000000001,20,500,2773.56,2447.126,-987.358,-1.975,-804.246,-1.608
809,1.9000000000000001,20,1000,5513.22,5024.208,-2122.513,-2.123,-1900.623,-1.901
810,1.9000000000000001,30,5,52.52,24.622,3.02,0.604,26.731,5.346
811,1.9000000000000001,30,10,100.76,43.314,9.717,0.972,50.699,5.07
812,1.9000000000000001,30,20,186.78,93.477,4.828,0.241,42.179,2.109
813,1.9000000000000001,30,50,414.06,265.956,-48.03,-0.961,42.655,0.853
814,1.9000000000000001,30,100,823.3,614.889,-181.573,-1.816,-58.494,-0.585
815,1.9000000000000001,30,150,1242.0,999.526,-345.842,-2.306,-213.892,-1.426
816,1.9000000000000001,30,200,1657.38,1392.297,-519.992,-2.6,-283.825,-1.419
817,1.9000000000000001,30,500,4051.28,3705.059,-1572.807,-3.146,-1308.553,-2.617
818,1.9000000000000001,30,1000,8061.6,7544.593,-3301.645,-3.302,-2879.19,-2.879
819,1.9000000000000001,40,5,73.2,24.221,14.305,2.861,39.141,7.828
820,1.9000000000000001,40,10,122.7,53.888,10.691,1.069,53.425,5.342
821,1.9000000000000001,40,20,248.98,123.269,7.773,0.389,60.501,3.025
822,1.9000000000000001,40,50,550.6,339.232,-49.443,-0.989,58.025,1.16
823,1.9000000000000001,40,100,1057.78,779.659,-222.933,-2.229,-56.549,-0.565
824,1.9000000000000001,40,150,1626.3,1322.146,-466.199,-3.108,-291.505,-1.943
825,1.9000000000000001,40,200,2123.8,1780.228,-662.439,-3.312,-450.595,-2.253
826,1.9000000000000001,40,500,5355.26,4886.915,-2068.357,-4.137,-1849.183,-3.698
827,1.9000000000000001,40,1000,10625.22,10043.945,-4451.724,-4.452,-3924.451,-3.924
828,1.9000000000000001,50,5,95.68,34.46,15.898,3.18,58.771,11.754
829,1.9000000000000001,50,10,146.92,64.466,12.86,1.286,62.103,6.21
830,1.9000000000000001,50,20,294.64,148.136,6.938,0.347,76.31,3.816
831,1.9000000000000001,50,50,697.66,433.385,-66.195,-1.324,26.196,0.524
832,1.9000000000000001,50,100,1330.52,967.844,-267.57,-2.676,-75.805,-0.758
833,1.9000000000000001,50,150,1987.6,1586.112,-540.007,-3.6,-324.046,-2.16
834,1.9000000000000001,50,200,2678.5,2220.06,-810.323,-4.052,-587.755,-2.939
835,1.9000000000000001,50,500,6578.94,6008.31,-2545.71,-5.091,-2042.486,-4.085
836,1.9000000000000001,50,1000,13130.94,12444.121,-5533.1,-5.533,-5090.05,-5.09
837,1.9000000000000001,100,5,166.18,59.375,28.088,5.618,85.201,17.04
838,1.9000000000000001,100,10,305.86,101.856,59.123,5.912,139.449,13.945
839,1.9000000000000001,100,20,563.78,242.006,54.721,2.736,177.294,8.865
840,1.9000000000000001,100,50,1362.88,836.315,-119.009,-2.38,139.815,2.796
841,1.9000000000000001,100,100,2703.48,1930.432,-507.547,-5.075,-168.623,-1.686
842,1.9000000000000001,100,150,3981.9,3062.874,-967.137,-6.448,-574.089,-3.827
843,1.9000000000000001,100,200,5220.9,4245.084,-1497.241,-7.486,-953.615,-4.768
844,1.9000000000000001,100,500,12967.46,11644.253,-4819.274,-9.639,-3955.1,-7.91
845,1.9000000000000001,100,1000,25565.14,23827.264,-10371.928,-10.372,-9475.212,-9.475
846,1.9000000000000001,200,5,348.18,96.552,86.701,17.34,219.867,43.973
847,1.9000000000000001,200,10,660.64,225.251,122.454,12.245,392.845,39.285
848,1.9000000000000001,200,20,1137.52,467.835,130.859,6.543,443.727,22.186
849,1.9000000000000001,200,50,2686.36,1514.223,-100.349,-2.007,382.434,7.649
850,1.9000000000000001,200,100,5177.26,3655.974,-931.1,-9.311,-314.96,-3.15
851,1.9000000000000001,200,150,7861.94,6118.814,-1980.951,-13.206,-1032.24,-6.882
852,1.9000000000000001,200,200,10466.0,8549.23,-3040.809,-15.204,-2086.346,-10.432
853,1.9000000000000001,200,500,25643.46,23010.979,-9514.421,-19.029,-7940.0,-15.88
854,1.9000000000000001,200,1000,50936.14,47455.495,-20647.0,-20.647,-19011.203,-19.011
855,1.9000000000000001,500,5,811.22,217.108,209.849,41.97,553.785,110.757
856,1.9000000000000001,500,10,1524.52,409.2,393.179,39.318,968.317,96.832
857,1.9000000000000001,500,20,2694.98,1045.796,372.615,18.631,1230.562,61.528
858,1.9000000000000001,500,50,6691.46,3391.694,130.128,2.603,1354.011,27.08
859,1.9000000000000001,500,100,13350.58,8977.638,-1951.017,-19.51,-446.374,-4.464
860,1.9000000000000001,500,150,19813.86,15006.759,-4578.412,-30.523,-1753.864,-11.692
861,1.9000000000000001,500,200,25738.24,20792.168,-7245.726,-36.229,-4622.922,-23.115
862,1.9000000000000001,500,500,63958.42,57538.249,-23875.922,-47.752,-19467.989,-38.936
863,1.9000000000000001,500,1000,126834.8,119589.259,-52834.101,-52.834,-47435.899,-47.436
864,1.9000000000000001,1000,5,1789.4,375.586,566.203,113.241,1359.618,271.924
865,1.9000000000000001,1000,10,3000.4,803.111,776.047,77.605,1983.285,198.329
866,1.9000000000000001,1000,20,5794.24,1969.799,1079.801,53.99,2917.807,145.89
867,1.9000000000000001,1000,50,13334.08,6520.185,497.752,9.955,3959.298,79.186
868,1.9000000000000001,1000,100,26494.96,17517.957,-3573.241,-35.732,1084.594,10.846
869,1.9000000000000001,1000,150,39117.12,29373.271,-8785.313,-58.569,-5184.439,-34.563
870,1.9000000000000001,1000,200,52501.46,41827.015,-14194.668,-70.973,-8889.31,-44.447
871,1.9000000000000001,1000,500,127731.58,114752.841,-47525.693,-95.051,-39101.1,-78.202
872,1.9000000000000001,1000,1000,252558.8,236588.735,-103663.05,-103.663,-89318.408,-89.318
873,1.9000000000000001,5000,5,8565.96,1462.541,3045.859,609.172,8921.781,1784.356
874,1.9000000000000001,5000,10,15476.44,3223.49,4922.005,492.2,11583.535,1158.353
875,1.9000000000000001,5000,20,30528.4,9258.54,6809.039,340.452,15884.878,794.244
876,1.9000000000000001,5000,50,66282.86,30252.328,4633.388,92.668,12839.087,256.782
877,1.9000000000000001,5000,100,132941.08,86248.22,-16279.23,-162.792,-839.807,-8.398
878,1.9000000000000001,5000,150,193053.08,140621.708,-39014.823,-260.099,-14596.418,-97.309
879,1.9000000000000001,5000,200,261110.7,206173.701,-68747.017,-343.735,-39543.189,-197.716
880,1.9000000000000001,5000,500,631482.16,558400.849,-226041.817,-452.084,-195878.288,-391.757
881,1.9000000000000001,5000,1000,1268988.04,1187137.328,-519248.886,-519.249,-467507.689,-467.508
882,1.9000000000000001,10000,5,17082.92,2855.292,6135.718,1227.144,12202.399,2440.48
883,1.9000000000000001,10000,10,30951.16,6516.098,9773.987,977.399,19662.316,1966.232
884,1.9000000000000001,10000,20,59913.1,15599.859,15933.352,796.668,34726.79,1736.34
885,1.9000000000000001,10000,50,132505.56,56518.619,13221.15,264.423,37996.366,759.927
886,1.9000000000000001,10000,100,267030.66,171805.334,-31262.881,-312.629,4627.706,46.277
887,1.9000000000000001,10000,150,390745.06,285669.897,-80014.602,-533.431,-33927.178,-226.181
888,1.9000000000000001,10000,200,514043.88,396915.37,-126365.96,-631.83,-87031.347,-435.157
889,1.9000000000000001,10000,500,1275822.2,1132565.259,-461079.891,-922.16,-368834.239,-737.668
890,1.9000000000000001,10000,1000,2525029.34,2341381.756,-1012418.946,-1012.419,-889984.777,-889.985
891,2.0,10,5,19.34,9.904,-0.234,-0.047,9.172,1.834
892,2.0,10,10,35.96,19.604,-1.624,-0.162,15.186,1.519
893,2.0,10,20,66.96,39.509,-6.029,-0.301,11.101,0.555
894,2.0,10,50,153.1,104.925,-28.375,-0.568,-1.24,-0.025
895,2.0,10,100,309.56,237.521,-82.741,-0.827,-52.051,-0.521
896,2.0,10,150,458.9,367.694,-138.244,-0.922,-94.789,-0.632
897,2.0,10,200,610.76,509.298,-203.918,-1.02,-145.955,-0.73
898,2.0,10,500,1523.62,1367.082,-605.272,-1.211,-525.096,-1.05
899,2.0,10,1000,3020.38,2753.951,-1243.761,-1.244,-1047.737,-1.048
900,2.0,20,5,37.18,14.384,4.206,0.841,16.086,3.217
901,2.0,20,10,63.5,33.782,-2.032,-0.203,17.515,1.752
902,2.0,20,20,124.62,68.573,-6.263,-0.313,34.529,1.726
903,2.0,20,50,279.34,180.862,-41.192,-0.824,34.047,0.681
904,2.0,20,100,574.82,417.835,-130.425,-1.304,-78.032,-0.78
905,2.0,20,150,850.88,660.492,-235.052,-1.567,-161.997,-1.08
906,2.0,20,200,1105.04,898.818,-346.298,-1.731,-262.318,-1.312
907,2.0,20,500,2792.36,2418.224,-1022.044,-2.044,-875.867,-1.752
908,2.0,20,1000,5521.34,4948.259,-2187.589,-2.188,-1939.708,-1.94
909,2.0,30,5,56.06,20.577,7.453,1.491,29.086,5.817
910,2.0,30,10,99.06,43.146,6.384,0.638,48.672,4.867
911,2.0,30,20,179.72,94.402,-4.542,-0.227,50.201,2.51
912,2.0,30,50,430.48,279.99,-64.75,-1.295,21.319,0.426
913,2.0,30,100,815.86,599.226,-191.296,-1.913,-67.144,-0.671
914,2.0,30,150,1244.24,973.128,-351.008,-2.34,-258.009,-1.72
915,2.0,30,200,1643.54,1334.781,-513.011,-2.565,-282.575,-1.413
916,2.0,30,500,4064.48,3538.263,-1506.023,-3.012,-1299.135,-2.598
917,2.0,30,1000,8043.44,7228.451,-3206.731,-3.207,-2935.97,-2.936
918,2.0,40,5,76.72,26.53,11.83,2.366,39.086,7.817
919,2.0,40,10,131.66,53.956,11.874,1.187,52.515,5.252
920,2.0,40,20,243.16,119.234,2.346,0.117,86.674,4.334
921,2.0,40,50,575.44,368.114,-80.394,-1.608,61.679,1.234
922,2.0,40,100,1102.58,817.021,-265.731,-2.657,-106.659,-1.067
923,2.0,40,150,1602.74,1284.413,-483.043,-3.22,-281.479,-1.877
924,2.0,40,200,2145.74,1778.419,-705.549,-3.528,-565.18,-2.826
925,2.0,40,500,5311.06,4792.959,-2137.429,-4.275,-1831.665,-3.663
926,2.0,40,1000,10613.84,9887.071,-4580.151,-4.58,-4083.044,-4.083
927,2.0,50,5,86.7,28.769,14.581,2.916,54.0,10.8
928,2.0,50,10,151.76,61.582,14.298,1.43,79.757,7.976
929,2.0,50,20,293.56,139.851,6.929,0.346,93.917,4.696
930,2.0,50,50,699.7,420.336,-70.486,-1.41,82.611,1.652
931,2.0,50,100,1334.02,986.436,-319.426,-3.194,-138.955,-1.39
932,2.0,50,150,2017.0,1587.508,-579.008,-3.86,-348.207,-2.321
933,2.0,50,200,2695.26,2251.833,-904.203,-4.521,-611.692,-3.058
934,2.0,50,500,6598.64,5947.573,-2648.253,-5.297,-2201.82,-4.404
935,2.0,50,1000,13062.44,12264.651,-5733.431,-5.733,-5329.963,-5.33
936,2.0,100,5,164.64,58.581,23.739,4.748,111.757,22.351
937,2.0,100,10,312.32,115.12,41.04,4.104,114.159,11.416
938,2.0,100,20,581.38,259.306,31.384,1.569,222.976,11.149
939,2.0,100,50,1338.88,774.886,-105.446,-2.109,169.542,3.391
940,2.0,100,100,2647.04,1851.424,-527.904,-5.279,-142.474,-1.425
941,2.0,100,150,3908.98,3057.729,-1103.239,-7.355,-661.41,-4.409
942,2.0,100,200,5236.28,4338.955,-1720.815,-8.604,-1098.132,-5.491
943,2.0,100,500,12938.08,11638.374,-5169.334,-10.339,-4438.316,-8.877
944,2.0,100,1000,25496.48,23708.953,-10960.713,-10.961,-9972.009,-9.972
945,2.0,200,5,350.18,92.975,82.115,16.423,188.059,37.612
946,2.0,200,10,625.46,210.075,102.655,10.265,279.189,27.919
947,2.0,200,20,1182.38,460.77,130.42,6.521,554.574,27.729
948,2.0,200,50,2668.08,1484.604,-150.564,-3.011,357.29,7.146
949,2.0,200,100,5326.84,3759.95,-1096.53,-10.965,-192.596,-1.926
950,2.0,200,150,7800.84,5996.861,-2096.441,-13.976,-1336.307,-8.909
951,2.0,200,200,10468.38,8545.82,-3311.63,-16.558,-2073.682,-10.368
952,2.0,200,500,25864.42,23395.762,-10463.552,-20.927,-9041.297,-18.083
953,2.0,200,1000,51155.0,47930.396,-22352.896,-22.353,-20654.602,-20.655
954,2.0,500,5,936.16,240.368,227.712,45.542,744.059,148.812
955,2.0,500,10,1571.38,435.017,350.673,35.067,903.532,90.353
956,2.0,500,20,2999.06,1081.802,417.728,20.886,1324.331,66.217
957,2.0,500,50,6912.0,3592.987,-136.987,-2.74,1068.89,21.378
958,2.0,500,100,13182.44,9228.656,-2637.436,-26.374,-956.407,-9.564
959,2.0,500,150,19536.68,15060.957,-5292.617,-35.284,-2307.204,-15.381
960,2.0,500,200,25788.26,20782.891,-7888.761,-39.444,-4338.465,-21.692
961,2.0,500,500,63920.48,58419.041,-26458.801,-52.918,-22005.047,-44.01
962,2.0,500,1000,126206.34,119758.808,-56655.638,-56.656,-52153.448,-52.153
963,2.0,1000,5,1769.98,353.697,531.293,106.259,1779.302,355.86
964,2.0,1000,10,3157.84,819.381,759.539,75.954,1596.593,159.659
965,2.0,1000,20,5874.46,1925.224,1012.006,50.6,2475.096,123.755
966,2.0,1000,50,13716.8,7011.083,-152.683,-3.054,2734.291,54.686
967,2.0,1000,100,26564.6,18195.631,-4913.331,-49.133,-1145.701,-11.457
968,2.0,1000,150,39814.56,30553.73,-10646.45,-70.976,-6198.82,-41.325
969,2.0,1000,200,51726.38,41934.117,-16070.927,-80.355,-9931.073,-49.655
970,2.0,1000,500,127109.14,114760.566,-51205.996,-102.412,-45646.275,-91.293
971,2.0,1000,1000,251571.34,238206.627,-112420.957,-112.421,-99437.389,-99.437
972,2.0,5000,5,8513.08,1422.009,2834.531,566.906,7522.505,1504.501
973,2.0,5000,10,15294.72,3745.385,3901.975,390.197,8484.804,848.48
974,2.0,5000,20,27158.68,8011.023,5568.317,278.416,14243.874,712.194
975,2.0,5000,50,68398.32,31870.445,2328.715,46.574,15423.593,308.472
976,2.0,5000,100,136077.48,90891.56,-22852.82,-228.528,-8392.515,-83.925
977,2.0,5000,150,197831.68,147908.155,-48992.315,-326.615,-33462.689,-223.085
978,2.0,5000,200,262718.82,211133.114,-79773.704,-398.869,-53610.523,-268.053
979,2.0,5000,500,629367.04,561965.03,-247281.51,-494.563,-206077.147,-412.154
980,2.0,5000,1000,1269846.22,1183827.815,-548904.705,-548.905,-497291.666,-497.292
981,2.0,10000,5,18252.02,3113.245,6012.765,1202.553,14284.389,2856.878
982,2.0,10000,10,31009.86,5463.035,10041.895,1004.189,21372.873,2137.287
983,2.0,10000,20,60361.6,17956.995,12223.805,611.19,26520.041,1326.002
984,2.0,10000,50,132111.12,58101.314,7954.246,159.085,28782.946,575.659
985,2.0,10000,100,256894.24,161287.643,-32840.523,-328.405,-2767.39,-27.674
986,2.0,10000,150,389998.88,290810.794,-95811.354,-638.742,-57933.486,-386.223
987,2.0,10000,200,517492.82,405321.078,-146574.668,-732.873,-93298.303,-466.492
988,2.0,10000,500,1285678.22,1143396.412,-500557.302,-1001.115,-429235.272,-858.471
989,2.0,10000,1000,2533778.76,2355432.607,-1088543.227,-1088.543,-981569.521,-981.57
990,2.1,10,5,17.72,8.021,0.417,0.083,8.959,1.792
991,2.1,10,10,36.06,18.343,-1.172,-0.117,13.41,1.341
992,2.1,10,20,63.24,35.501,-5.387,-0.269,7.011,0.351
993,2.1,10,50,155.74,106.084,-31.922,-0.638,-10.698,-0.214
994,2.1,10,100,310.3,229.722,-81.96,-0.82,-46.545,-0.465
995,2.1,10,150,458.88,356.91,-138.396,-0.923,-96.385,-0.643
996,2.1,10,200,607.98,482.89,-193.376,-0.967,-150.79,-0.754
997,2.1,10,500,1523.66,1281.318,-555.766,-1.112,-473.922,-0.948
998,2.1,10,1000,3012.18,2584.432,-1150.061,-1.15,-1038.417,-1.038
999,2.1,20,5,35.22,15.356,1.415,0.283,17.493,3.499
1000,2.1,20,10,67.86,29.237,3.077,0.308,22.112,2.211
1001,2.1,20,20,120.1,64.472,-7.282,-0.364,20.79,1.039
1002,2.1,20,50,296.96,192.147,-50.737,-1.015,-7.066,-0.141
1003,2.1,20,100,561.12,424.042,-156.842,-1.568,-79.92,-0.799
1004,2.1,20,150,850.06,669.575,-264.785,-1.765,-185.986,-1.24
1005,2.1,20,200,1130.04,925.931,-387.817,-1.939,-253.701,-1.269
1006,2.1,20,500,2766.82,2393.242,-1075.709,-2.151,-896.665,-1.793
1007,2.1,20,1000,5498.46,4928.502,-2310.188,-2.31,-2044.791,-2.045
1008,2.1,30,5,51.3,20.009,4.419,0.884,21.031,4.206
1009,2.1,30,10,95.52,45.969,-0.484,-0.048,19.783,1.978
1010,2.1,30,20,169.54,87.444,-6.711,-0.336,41.115,2.056
1011,2.1,30,50,419.2,279.184,-79.565,-1.591,-10.04,-0.201
1012,2.1,30,100,837.24,627.99,-229.304,-2.293,-94.424,-0.944
1013,2.1,30,150,1248.72,996.448,-401.82,-2.679,-192.864,-1.286
1014,2.1,30,200,1640.06,1343.053,-562.072,-2.81,-413.199,-2.066
1015,2.1,30,500,4003.34,3571.172,-1664.819,-3.33,-1400.631,-2.801
1016,2.1,30,1000,8037.98,7375.195,-3547.586,-3.548,-3317.093,-3.317
1017,2.1,40,5,77.8,28.77,8.278,1.656,42.07,8.414
1018,2.1,40,10,124.0,47.296,11.752,1.175,43.824,4.382
1019,2.1,40,20,247.78,130.45,-12.459,-0.623,47.151,2.358
1020,2.1,40,50,548.72,355.0,-93.705,-1.874,21.852,0.437
1021,2.1,40,100,1092.54,812.435,-292.178,-2.922,-95.003,-0.95
1022,2.1,40,150,1626.58,1296.261,-521.699,-3.478,-329.722,-2.198
1023,2.1,40,200,2136.66,1773.413,-755.956,-3.78,-500.19,-2.501
1024,2.1,40,500,5309.34,4817.237,-2288.979,-4.578,-1914.53,-3.829
1025,2.1,40,1000,10558.96,9944.866,-4916.79,-4.917,-4468.578,-4.469
1026,2.1,50,5,84.82,29.598,10.793,2.159,40.623,8.125
1027,2.1,50,10,161.36,61.046,15.792,1.579,83.632,8.363
1028,2.1,50,20,304.94,154.445,-9.236,-0.462,76.562,3.828
1029,2.1,50,50,682.58,421.301,-96.262,-1.925,35.909,0.718
1030,2.1,50,100,1347.48,1005.755,-364.098,-3.641,-154.164,-1.542
1031,2.1,50,150,2041.42,1649.331,-677.227,-4.515,-401.826,-2.679
1032,2.1,50,200,2652.16,2192.057,-929.124,-4.646,-663.797,-3.319
1033,2.1,50,500,6596.12,5889.357,-2748.348,-5.497,-2422.409,-4.845
1034,2.1,50,1000,13087.84,12011.268,-5778.964,-5.779,-5236.745,-5.237
1035,2.1,100,5,166.2,57.255,21.888,4.378,103.134,20.627
1036,2.1,100,10,307.4,119.867,26.514,2.651,105.605,10.561
1037,2.1,100,20,582.98,267.46,10.149,0.507,143.396,7.17
1038,2.1,100,50,1347.62,791.318,-149.594,-2.992,122.883,2.458
1039,2.1,100,100,2666.36,1940.436,-670.741,-6.707,-237.536,-2.375
1040,2.1,100,150,3979.84,3214.26,-1319.098,-8.794,-975.746,-6.505
1041,2.1,100,200,5224.3,4339.273,-1851.511,-9.258,-1303.434,-6.517
1042,2.1,100,500,12915.48,11671.802,-5521.574,-11.043,-4775.347,-9.551
1043,2.1,100,1000,25844.76,23958.339,-11651.311,-11.651,-10535.639,-10.536
1044,2.1,200,5,339.36,103.857,57.743,11.549,203.766,40.753
1045,2.1,200,10,584.98,204.8,73.762,7.376,330.737,33.074
1046,2.1,200,20,1214.28,507.257,70.971,3.549,384.754,19.238
1047,2.1,200,50,2756.34,1626.172,-313.629,-6.273,287.942,5.759
1048,2.1,200,100,5341.38,3881.658,-1338.143,-13.381,-631.51,-6.315
1049,2.1,200,150,7805.32,6107.808,-2390.989,-15.94,-1563.946,-10.426
1050,2.1,200,200,10468.96,8627.117,-3641.898,-18.209,-2611.954,-13.06
1051,2.1,200,500,25637.18,23239.055,-11030.874,-22.062,-9063.415,-18.127
1052,2.1,200,1000,50694.42,47404.944,-23264.744,-23.265,-20932.093,-20.932
1053,2.1,500,5,869.02,221.481,192.338,38.468,634.639,126.928
1054,2.1,500,10,1575.16,430.37,319.706,31.971,939.264,93.926
1055,2.1,500,20,2804.88,1077.76,257.897,12.895,904.114,45.206
1056,2.1,500,50,6952.06,3909.577,-599.073,-11.981,935.216,18.704
1057,2.1,500,100,13027.9,9061.268,-2857.506,-28.575,-418.522,-4.185
1058,2.1,500,150,19428.16,15190.228,-5938.723,-39.591,-3506.701,-23.378
1059,2.1,500,200,25895.44,21461.813,-9130.651,-45.653,-5772.049,-28.86
1060,2.1,500,500,64720.24,59153.279,-28334.118,-56.668,-24622.037,-49.244
1061,2.1,500,1000,127662.08,121617.095,-60825.629,-60.826,-54622.972,-54.623
1062,2.1,1000,5,1734.44,366.096,459.828,91.966,1575.107,315.021
1063,2.1,1000,10,2979.8,669.608,749.344,74.934,1696.521,169.652
1064,2.1,1000,20,5806.66,1999.212,765.864,38.293,2150.962,107.548
1065,2.1,1000,50,13629.46,7460.788,-970.569,-19.411,2084.693,41.694
1066,2.1,1000,100,26456.72,18475.823,-5877.385,-58.774,-2212.867,-22.129
1067,2.1,1000,150,39044.7,30186.097,-11593.383,-77.289,-7657.034,-51.047
1068,2.1,1000,200,52692.0,43404.715,-18313.287,-91.566,-12094.779,-60.474
1069,2.1,1000,500,127636.96,115667.577,-54888.072,-109.776,-46726.819,-93.454
1070,2.1,1000,1000,253395.78,238490.19,-117825.533,-117.826,-105765.009,-105.765
1071,2.1,5000,5,9277.98,1850.734,2567.352,513.47,6853.322,1370.664
1072,2.1,5000,10,16408.32,3721.495,4091.991,409.199,10038.533,1003.853
1073,2.1,5000,20,28774.48,8285.93,5416.204,270.81,10895.133,544.757
1074,2.1,5000,50,67960.18,34196.476,-1834.485,-36.69,9975.455,199.509
1075,2.1,5000,100,128552.08,84977.946,-23762.669,-237.627,-3258.427,-32.584
1076,2.1,5000,150,195326.56,147469.376,-54456.729,-363.045,-25430.956,-169.54
1077,2.1,5000,200,256497.76,205581.91,-83440.119,-417.201,-55307.483,-276.537
1078,2.1,5000,500,637416.98,578595.436,-275063.541,-550.127,-233628.358,-467.257
1079,2.1,5000,1000,1256297.08,1192858.939,-594622.234,-594.622,-528076.165,-528.076
1080,2.1,10000,5,17375.92,3212.957,5061.291,1012.258,12481.132,2496.226
1081,2.1,10000,10,31964.62,6702.76,8518.488,851.849,22700.523,2270.052
1082,2.1,10000,20,53703.08,14526.022,11046.873,552.344,28136.74,1406.837
1083,2.1,10000,50,138544.82,64660.478,1313.246,26.265,21940.187,438.804
1084,2.1,10000,100,259759.96,171154.856,-47459.637,-474.596,-10096.093,-100.961
1085,2.1,10000,150,391117.62,290643.886,-104397.4,-695.983,-43923.414,-292.823
1086,2.1,10000,200,522473.86,415905.152,-167108.076,-835.54,-109509.629,-547.548
1087,2.1,10000,500,1275242.98,1156812.079,-549553.517,-1099.107,-449723.503,-899.447
1088,2.1,10000,1000,2532341.0,2407143.423,-1201266.756,-1201.267,-1085708.216,-1085.708
1089,2.2,10,5,18.4,9.164,-0.8,-0.16,5.818,1.164
1090,2.2,10,10,33.58,17.994,-2.731,-0.273,6.67,0.667
1091,2.2,10,20,65.1,40.054,-10.463,-0.523,-0.05,-0.003
1092,2.2,10,50,151.54,107.845,-38.963,-0.779,-2.719,-0.054
1093,2.2,10,100,312.32,248.429,-106.466,-1.065,-67.843,-0.678
1094,2.2,10,150,458.86,386.889,-178.317,-1.189,-137.057,-0.914
1095,2.2,10,200,610.54,532.512,-254.994,-1.275,-204.267,-1.021
1096,2.2,10,500,1519.88,1413.849,-722.995,-1.446,-626.24,-1.252
1097,2.2,10,1000,3011.22,2840.553,-1471.817,-1.472,-1391.728,-1.392
1098,2.2,20,5,36.84,16.694,0.052,0.01,14.073,2.815
1099,2.2,20,10,62.26,31.74,-3.44,-0.344,27.366,2.737
1100,2.2,20,20,117.9,70.134,-16.543,-0.827,12.982,0.649
1101,2.2,20,50,292.02,192.865,-60.128,-1.203,-3.094,-0.062
1102,2.2,20,100,548.62,422.799,-173.426,-1.734,-99.016,-0.99
1103,2.2,20,150,840.68,685.16,-303.033,-2.02,-201.188,-1.341
1104,2.2,20,200,1125.6,956.739,-445.103,-2.226,-320.333,-1.602
1105,2.2,20,500,2764.18,2530.655,-1274.21,-2.548,-1027.165,-2.054
1106,2.2,20,1000,5526.36,5198.701,-2686.719,-2.687,-2358.037,-2.358
1107,2.2,30,5,59.56,20.892,6.18,1.236,29.097,5.819
1108,2.2,30,10,99.9,45.807,-0.398,-0.04,37.379,3.738
1109,2.2,30,20,184.62,97.601,-13.683,-0.684,28.418,1.421
1110,2.2,30,50,422.08,289.801,-97.947,-1.959,-11.291,-0.226
1111,2.2,30,100,837.62,649.02,-268.284,-2.683,-153.925,-1.539
1112,2.2,30,150,1238.76,1021.167,-458.094,-3.054,-344.54,-2.297
1113,2.2,30,200,1661.52,1433.069,-677.833,-3.389,-526.294,-2.631
1114,2.2,30,500,4051.06,3770.235,-1928.844,-3.858,-1597.403,-3.195
1115,2.2,30,1000,8055.1,7717.586,-4056.177,-4.056,-3566.398,-3.566
1116,2.2,40,5,67.48,25.222,5.45,1.09,36.818,7.364
1117,2.2,40,10,120.96,52.954,2.027,0.203,45.18,4.518
1118,2.2,40,20,239.12,121.137,-12.446,-0.622,44.365,2.218
1119,2.2,40,50,547.0,355.726,-107.09,-2.142,6.828,0.137
1120,2.2,40,100,1072.7,819.101,-331.511,-3.315,-155.801,-1.558
1121,2.2,40,150,1629.4,1327.361,-586.725,-3.912,-361.369,-2.409
