,Beta Value,Max Bid,Num Bids,Average Optimum Profit,Average Actual Profit,Average Loss,Average Loss Per Bid,Worst Loss,Average Worst Loss
663,1.7000000000000002,500,200,25871.02,23081.032,-7862.785,-39.314,3750.403,18.752
664,1.7000000000000002,500,500,63938.22,60742.392,-23131.675,-46.263,-19085.021,-38.17
665,1.7000000000000002,500,1000,125959.0,121399.789,-47306.26,-47.306,-41768.79,-41.769
666,1.7000000000000002,1000,5,1662.58,784.55,193.438,38.688,1341.176,268.235
667,1.7000000000000002,1000,10,3232.88,1521.658,380.037,38.004,2364.706,236.471
668,1.7000000000000002,1000,20,5772.36,3411.904,-16.398,-0.82,4751.765,237.588
669,1.7000000000000002,1000,50,13297.32,10064.236,-2242.283,-44.846,4551.595,91.032
670,1.7000000000000002,1000,100,26781.96,21200.382,-5446.288,-54.463,5401.852,54.019
671,1.7000000000000002,1000,150,39174.12,34200.45,-11156.85,-74.379,3047.109,20.314
672,1.7000000000000002,1000,200,50553.38,44530.171,-14792.889,-73.964,13352.817,66.764
673,1.7000000000000002,1000,500,128049.82,120204.207,-44880.783,-89.762,-33250.841,-66.502
674,1.7000000000000002,1000,1000,254944.82,243110.028,-93142.487,-93.142,-76871.497,-76.871
675,1.7000000000000002,5000,5,8294.86,3594.947,1284.383,256.877,7136.471,1427.294
676,1.7000000000000002,5000,10,15825.14,8259.039,1049.867,104.987,11407.059,1140.706
677,1.7000000000000002,5000,20,28406.5,16618.276,91.429,4.571,15305.294,765.265
678,1.7000000000000002,5000,50,68823.48,53762.165,-13277.765,-265.555,37622.116,752.442
679,1.7000000000000002,5000,100,130863.9,108971.051,-31992.287,-319.923,35019.198,350.192
680,1.7000000000000002,5000,150,198776.68,171913.123,-54985.664,-366.571,1002.997,6.687
681,1.7000000000000002,5000,200,259402.18,235959.069,-83369.551,-416.848,-46872.304,-234.362
682,1.7000000000000002,5000,500,640601.12,602676.624,-225852.435,-451.705,-172690.92,-345.382
683,1.7000000000000002,5000,1000,1262326.1,1206071.195,-463526.43,-463.526,-387273.452,-387.273
684,1.7000000000000002,10000,5,17290.62,8045.753,2125.2,425.04,12704.118,2540.824
685,1.7000000000000002,10000,10,30243.1,20170.276,-2380.218,-238.022,16789.412,1678.941
686,1.7000000000000002,10000,20,55683.3,39866.018,-7111.135,-355.557,19647.597,982.38
687,1.7000000000000002,10000,50,133252.1,108155.757,-29772.169,-595.443,31742.734,634.855
688,1.7000000000000002,10000,100,263160.54,220926.587,-66126.269,-661.263,45157.639,451.576
689,1.7000000000000002,10000,150,386391.62,339706.932,-112417.744,-749.452,-24005.594,-160.037
690,1.7000000000000002,10000,200,520032.32,467792.799,-161891.434,-809.457,-49144.021,-245.72
691,1.7000000000000002,10000,500,1279335.72,1221102.915,-468552.491,-937.105,-375205.504,-750.411
692,1.7000000000000002,10000,1000,2533897.36,2452509.507,-961981.648,-961.982,-789815.288,-789.815
693,1.8000000000000003,10,5,20.58,13.225,-1.792,-0.358,10.0,2.0
694,1.8000000000000003,10,10,34.78,26.081,-6.759,-0.676,7.731,0.773
695,1.8000000000000003,10,20,65.7,51.298,-14.798,-0.74,12.638,0.632
696,1.8000000000000003,10,50,161.06,135.344,-45.866,-0.917,-4.217,-0.084
697,1.8000000000000003,10,100,306.72,271.489,-101.089,-1.011,-31.65,-0.317
698,1.8000000000000003,10,150,446.82,405.586,-157.352,-1.049,-123.872,-0.826
699,1.8000000000000003,10,200,608.08,554.88,-217.058,-1.085,-125.951,-0.63
700,1.8000000000000003,10,500,1518.78,1427.089,-583.322,-1.167,-467.782,-0.936
701,1.8000000000000003,10,1000,3030.9,2903.683,-1219.85,-1.22,-1089.046,-1.089
702,1.8000000000000003,20,5,38.14,17.839,3.35,0.67,22.222,4.444
703,1.8000000000000003,20,10,63.68,33.535,1.842,0.184,40.0,4.0
704,1.8000000000000003,20,20,126.76,87.59,-17.167,-0.858,54.438,2.722
705,1.8000000000000003,20,50,292.84,213.468,-50.779,-1.016,59.417,1.188
706,1.8000000000000003,20,100,563.46,470.856,-157.823,-1.578,9.878,0.099
707,1.8000000000000003,20,150,838.92,721.903,-255.836,-1.706,-113.579,-0.757
708,1.8000000000000003,20,200,1117.72,981.947,-360.992,-1.805,-84.755,-0.424
709,1.8000000000000003,20,500,2792.78,2571.01,-1019.466,-2.039,-807.706,-1.615
710,1.8000000000000003,20,1000,5541.0,5157.178,-2078.845,-2.079,-1875.828,-1.876
711,1.8000000000000003,30,5,53.64,29.762,0.038,0.008,37.778,7.556
712,1.8000000000000003,30,10,99.56,59.139,-3.828,-0.383,58.333,5.833
713,1.8000000000000003,30,20,174.26,121.704,-24.893,-1.245,58.186,2.909
714,1.8000000000000003,30,50,417.44,334.548,-102.637,-2.053,73.456,1.469
715,1.8000000000000003,30,100,840.64,702.867,-235.845,-2.358,87.101,0.871
716,1.8000000000000003,30,150,1239.12,1101.185,-412.785,-2.752,-141.308,-0.942
717,1.8000000000000003,30,200,1635.96,1462.279,-553.412,-2.767,-353.945,-1.77
718,1.8000000000000003,30,500,4015.22,3683.218,-1452.54,-2.905,-1153.105,-2.306
719,1.8000000000000003,30,1000,8024.4,7443.576,-2985.576,-2.986,-2431.658,-2.432
720,1.8000000000000003,40,5,68.98,30.448,7.875,1.575,52.778,10.556
721,1.8000000000000003,40,10,121.56,78.239,-10.706,-1.071,70.988,7.099
722,1.8000000000000003,40,20,245.86,167.312,-30.723,-1.536,82.099,4.105
723,1.8000000000000003,40,50,556.02,439.128,-130.228,-2.605,91.54,1.831
724,1.8000000000000003,40,100,1081.58,928.881,-328.004,-3.28,-83.087,-0.831
725,1.8000000000000003,40,150,1619.08,1438.314,-538.825,-3.592,-14.983,-0.1
726,1.8000000000000003,40,200,2174.92,1963.144,-754.855,-3.774,-495.176,-2.476
727,1.8000000000000003,40,500,5340.14,5093.384,-2126.64,-4.253,-1655.242,-3.31
728,1.8000000000000003,40,1000,10508.98,10212.759,-4374.437,-4.374,-3953.913,-3.954
729,1.8000000000000003,50,5,90.22,40.87,9.253,1.851,86.111,17.222
730,1.8000000000000003,50,10,157.3,98.235,-10.846,-1.085,135.0,13.5
731,1.8000000000000003,50,20,296.88,201.057,-36.123,-1.806,189.444,9.472
732,1.8000000000000003,50,50,714.64,531.478,-134.456,-2.689,126.054,2.521
733,1.8000000000000003,50,100,1345.0,1130.441,-383.219,-3.832,200.795,2.008
734,1.8000000000000003,50,150,1999.6,1725.619,-614.73,-4.098,189.381,1.263
735,1.8000000000000003,50,200,2663.84,2341.606,-861.695,-4.308,122.374,0.612
736,1.8000000000000003,50,500,6584.06,6128.595,-2470.784,-4.942,-1825.352,-3.651
737,1.8000000000000003,50,1000,13171.42,12537.83,-5220.375,-5.22,-4671.348,-4.671
738,1.8000000000000003,100,5,167.46,103.405,-10.371,-2.074,100.0,20.0
739,1.8000000000000003,100,10,306.12,200.543,-30.477,-3.048,120.0,12.0
740,1.8000000000000003,100,20,587.52,407.003,-80.603,-4.03,113.697,5.685
741,1.8000000000000003,100,50,1358.48,1086.578,-331.867,-6.637,347.238,6.945
742,1.8000000000000003,100,100,2706.06,2412.09,-908.724,-9.087,-356.947,-3.569
743,1.8000000000000003,100,150,4011.14,3586.667,-1358.256,-9.055,-356.276,-2.375
744,1.8000000000000003,100,200,5270.3,4793.179,-1865.234,-9.326,-981.506,-4.908
745,1.8000000000000003,100,500,12991.46,12213.107,-4995.629,-9.991,-4189.071,-8.378
746,1.8000000000000003,100,1000,25646.98,24688.424,-10440.102,-10.44,-9604.246,-9.604
747,1.8000000000000003,200,5,330.4,128.95,54.606,10.921,310.0,62.0
748,1.8000000000000003,200,10,600.12,292.889,40.511,4.051,430.0,43.0
749,1.8000000000000003,200,20,1177.44,684.772,-30.638,-1.532,880.0,44.0
750,1.8000000000000003,200,50,2740.98,2133.74,-610.974,-12.219,826.23,16.525
751,1.8000000000000003,200,100,5434.94,4553.606,-1534.195,-15.342,842.548,8.425
752,1.8000000000000003,200,150,7895.36,6703.937,-2317.626,-15.451,-595.946,-3.973
753,1.8000000000000003,200,200,10623.6,9565.243,-3663.243,-18.316,-1047.409,-5.237
754,1.8000000000000003,200,500,25899.78,24272.72,-9883.954,-19.768,-8187.045,-16.374
755,1.8000000000000003,200,1000,50940.84,48579.823,-20279.356,-20.279,-15085.836,-15.086
756,1.8000000000000003,500,5,856.02,369.429,106.137,21.227,713.333,142.667
757,1.8000000000000003,500,10,1527.96,812.745,36.122,3.612,976.667,97.667
758,1.8000000000000003,500,20,2920.44,1778.48,-156.013,-7.801,1867.638,93.382
759,1.8000000000000003,500,50,6734.66,5139.203,-1397.725,-27.954,1830.121,36.602
760,1.8000000000000003,500,100,13420.86,11618.19,-4162.157,-41.622,-765.418,-7.654
761,1.8000000000000003,500,150,19585.08,17136.471,-6255.871,-41.706,-2639.416,-17.596
762,1.8000000000000003,500,200,25810.72,23006.72,-8667.431,-43.337,-2702.711,-13.514
763,1.8000000000000003,500,500,63212.18,59311.623,-24193.745,-48.387,-9583.701,-19.167
764,1.8000000000000003,500,1000,126349.78,121866.236,-51671.914,-51.672,-45499.828,-45.5
765,1.8000000000000003,1000,5,1665.82,791.299,134.156,26.831,1151.111,230.222
766,1.8000000000000003,1000,10,3102.72,1998.774,-275.041,-27.504,2016.667,201.667
767,1.8000000000000003,1000,20,6025.68,4148.347,-800.747,-40.037,2991.082,149.554
768,1.8000000000000003,1000,50,13050.08,10341.56,-3091.515,-61.83,2213.246,44.265
769,1.8000000000000003,1000,100,26688.8,23591.394,-8764.283,-87.643,-1590.084,-15.901
770,1.8000000000000003,1000,150,39053.96,34681.542,-12984.897,-86.566,-3847.815,-25.652
771,1.8000000000000003,1000,200,52852.42,48152.967,-18790.511,-93.953,-13479.199,-67.396
772,1.8000000000000003,1000,500,127877.84,121665.476,-50622.232,-101.244,-43117.851,-86.236
773,1.8000000000000003,1000,1000,252030.54,243340.626,-103323.66,-103.324,-90122.264,-90.122
774,1.8000000000000003,5000,5,8901.44,5722.604,-777.359,-155.472,4245.0,849.0
775,1.8000000000000003,5000,10,16028.52,11591.705,-2686.971,-268.697,2471.311,247.131
776,1.8000000000000003,5000,20,28014.84,20589.334,-5025.534,-251.277,5547.066,277.353
777,1.8000000000000003,5000,50,68350.62,57217.765,-19245.198,-384.904,-416.671,-8.333
778,1.8000000000000003,5000,100,131643.46,117750.187,-44614.931,-446.149,-21033.941,-210.339
779,1.8000000000000003,5000,150,196015.1,177286.485,-68389.207,-455.928,-27320.088,-182.134
780,1.8000000000000003,5000,200,261072.26,239719.068,-94678.923,-473.395,-71160.163,-355.801
781,1.8000000000000003,5000,500,632070.94,598666.174,-247515.652,-495.031,-201684.19,-403.368
782,1.8000000000000003,5000,1000,1263727.46,1215559.861,-513489.049,-513.489,-462530.355,-462.53
783,1.8000000000000003,10000,5,15492.74,7497.738,1109.34,221.868,13757.778,2751.556
784,1.8000000000000003,10000,10,32243.16,18619.511,-706.644,-70.664,18215.556,1821.556
785,1.8000000000000003,10000,20,57431.5,36653.718,-4747.329,-237.366,30465.098,1523.255
786,1.8000000000000003,10000,50,136300.68,106919.13,-31196.53,-623.931,22498.576,449.972
787,1.8000000000000003,10000,100,260519.84,224141.555,-79408.31,-794.083,-11000.691,-110.007
788,1.8000000000000003,10000,150,395265.36,351594.25,-132002.384,-880.016,-39745.377,-264.969
789,1.8000000000000003,10000,200,515767.0,466409.716,-179872.493,-899.362,-101881.301,-509.407
790,1.8000000000000003,10000,500,1258077.06,1191856.881,-492925.181,-985.85,-335926.219,-671.852
791,1.8000000000000003,10000,1000,2528114.14,2458089.859,-1053582.003,-1053.582,-951471.54,-951.472
792,1.9000000000000001,10,5,18.84,10.682,-0.766,-0.153,14.737,2.947
793,1.9000000000000001,10,10,33.16,18.754,-1.301,-0.13,21.053,2.105
794,1.9000000000000001,10,20,67.08,47.071,-11.766,-0.588,24.739,1.237
795,1.9000000000000001,10,50,153.36,119.293,-38.578,-0.772,69.512,1.39
796,1.9000000000000001,10,100,314.44,279.763,-114.269,-1.143,-6.735,-0.067
797,1.9000000000000001,10,150,453.32,411.449,-172.859,-1.152,-88.53,-0.59
798,1.9000000000000001,10,200,607.14,559.094,-239.546,-1.198,-147.696,-0.738
799,1.9000000000000001,10,500,1518.98,1464.276,-664.813,-1.33,-532.981,-1.066
800,1.9000000000000001,10,1000,3025.06,2955.5,-1363.363,-1.363,-1281.84,-1.282
801,1.9000000000000001,20,5,35.24,19.133,-0.586,-0.117,22.105,4.421
802,1.9000000000000001,20,10,64.1,40.252,-6.515,-0.652,29.931,2.993
803,1.9000000000000001,20,20,122.06,82.841,-18.599,-0.93,41.11,2.055
804,1.9000000000000001,20,50,292.42,214.632,-60.727,-1.215,90.389,1.808
805,1.9000000000000001,20,100,562.4,470.589,-174.589,-1.746,-88.348,-0.883
806,1.9000000000000001,20,150,854.04,727.13,-277.636,-1.851,-89.918,-0.599
807,1.9000000000000001,20,200,1133.26,995.975,-399.523,-1.998,-99.14,-0.496
808,1.9000000000000001,20,500,2771.9,2527.872,-1068.977,-2.138,-876.165,-1.752
809,1.9000000000000001,20,1000,5551.62,5147.835,-2225.929,-2.226,-2045.951,-2.046
810,1.9000000000000001,30,5,54.36,33.453,-4.843,-0.969,25.263,5.053
811,1.9000000000000001,30,10,95.98,60.242,-9.727,-0.973,39.474,3.947
812,1.9000000000000001,30,20,182.46,129.07,-33.039,-1.652,29.425,1.471
813,1.9000000000000001,30,50,435.12,345.264,-116.254,-2.325,85.319,1.706
814,1.9000000000000001,30,100,840.14,737.379,-295.2,-2.952,-139.101,-1.391
815,1.9000000000000001,30,150,1227.72,1094.957,-448.789,-2.992,-205.366,-1.369
816,1.9000000000000001,30,200,1651.02,1489.087,-620.129,-3.101,-333.58,-1.668
817,1.9000000000000001,30,500,4082.36,3829.042,-1680.432,-3.361,-1374.541,-2.749
818,1.9000000000000001,30,1000,8049.02,7711.299,-3474.973,-3.475,-2941.241,-2.941
819,1.9000000000000001,40,5,67.8,38.099,-2.415,-0.483,48.947,9.789
820,1.9000000000000001,40,10,126.78,83.075,-16.349,-1.635,71.053,7.105
821,1.9000000000000001,40,20,240.34,176.171,-49.677,-2.484,147.368,7.368
822,1.9000000000000001,40,50,541.76,435.146,-150.009,-3.0,120.173,2.403
823,1.9000000000000001,40,100,1098.18,961.373,-383.383,-3.834,109.491,1.095
824,1.9000000000000001,40,150,1603.66,1427.634,-583.602,-3.891,154.229,1.028
825,1.9000000000000001,40,200,2152.76,1994.665,-861.633,-4.308,-509.712,-2.549
826,1.9000000000000001,40,500,5285.66,5030.398,-2248.471,-4.497,-1791.049,-3.582
827,1.9000000000000001,40,1000,10582.28,10153.406,-4583.785,-4.584,-4049.289,-4.049
828,1.9000000000000001,50,5,85.8,45.733,-0.575,-0.115,63.158,12.632
829,1.9000000000000001,50,10,160.52,73.206,11.278,1.128,122.105,12.21
830,1.9000000000000001,50,20,293.38,205.092,-50.682,-2.534,157.895,7.895
831,1.9000000000000001,50,50,689.4,501.295,-138.453,-2.769,227.283,4.546
832,1.9000000000000001,50,100,1368.54,1168.811,-448.527,-4.485,68.778,0.688
833,1.9000000000000001,50,150,2000.9,1756.463,-703.358,-4.689,-336.571,-2.244
834,1.9000000000000001,50,200,2675.56,2437.216,-1029.027,-5.145,-574.977,-2.875
835,1.9000000000000001,50,500,6622.9,6349.054,-2863.317,-5.727,-2247.25,-4.495
836,1.9000000000000001,50,1000,13085.08,12714.97,-5828.086,-5.828,-5077.503,-5.078
837,1.9000000000000001,100,5,185.18,91.711,5.752,1.15,128.947,25.789
838,1.9000000000000001,100,10,322.34,213.358,-43.705,-4.37,157.895,15.79
839,1.9000000000000001,100,20,584.9,404.941,-97.099,-4.855,180.613,9.031
840,1.9000000000000001,100,50,1361.32,1085.196,-368.712,-7.374,187.887,3.758
841,1.9000000000000001,100,100,2692.76,2356.951,-939.708,-9.397,-444.822,-4.448
842,1.9000000000000001,100,150,3955.88,3432.244,-1350.202,-9.001,-673.537,-4.49
843,1.9000000000000001,100,200,5169.88,4666.942,-1945.952,-9.73,-1382.94,-6.915
844,1.9000000000000001,100,500,12845.06,12007.056,-5246.498,-10.493,-4189.79,-8.38
845,1.9000000000000001,100,1000,25708.7,24480.047,-10949.152,-10.949,-9483.867,-9.484
846,1.9000000000000001,200,5,368.18,190.018,3.761,0.752,240.0,48.0
847,1.9000000000000001,200,10,603.36,386.601,-69.043,-6.904,258.947,25.895
848,1.9000000000000001,200,20,1102.78,769.661,-189.25,-9.463,308.75,15.438
849,1.9000000000000001,200,50,2717.82,2144.503,-714.071,-14.281,137.104,2.742
850,1.9000000000000001,200,100,5365.1,4566.084,-1742.347,-17.423,548.979,5.49
851,1.9000000000000001,200,150,7821.38,6819.088,-2702.572,-18.017,12.199,0.081
852,1.9000000000000001,200,200,10475.4,9523.48,-4010.112,-20.051,-2063.411,-10.317
853,1.9000000000000001,200,500,25224.42,23826.662,-10550.651,-21.101,-9167.449,-18.335
854,1.9000000000000001,200,1000,50771.04,48595.222,-21873.622,-21.874,-19652.317,-19.652
855,1.9000000000000001,500,5,929.94,510.836,-21.394,-4.279,555.206,111.041
856,1.9000000000000001,500,10,1555.82,933.737,-114.884,-11.488,763.158,76.316
857,1.9000000000000001,500,20,2988.14,2020.384,-447.679,-22.384,1197.311,59.866
858,1.9000000000000001,500,50,6829.52,5543.889,-1949.405,-38.988,92.766,1.855
859,1.9000000000000001,500,100,12947.48,11256.143,-4441.68,-44.417,-550.977,-5.51
860,1.9000000000000001,500,150,19938.02,17635.264,-7141.57,-47.61,-1969.765,-13.132
861,1.9000000000000001,500,200,26047.26,23432.508,-9723.424,-48.617,-5486.212,-27.431
862,1.9000000000000001,500,500,64081.06,60893.226,-27166.352,-54.333,-22802.87,-45.606
863,1.9000000000000001,500,1000,125811.5,121349.729,-55133.15,-55.133,-48734.335,-48.734
864,1.9000000000000001,1000,5,1728.72,1017.468,-107.616,-21.523,800.0,160.0
865,1.9000000000000001,1000,10,3271.34,2125.452,-403.694,-40.369,997.368,99.737
866,1.9000000000000001,1000,20,5486.52,3851.133,-963.491,-48.175,1226.47,61.324
867,1.9000000000000001,1000,50,13532.5,10914.586,-3792.218,-75.844,1009.717,20.194
868,1.9000000000000001,1000,100,25976.64,22160.566,-8488.65,-84.887,1683.799,16.838
869,1.9000000000000001,1000,150,38756.02,34366.61,-13968.705,-93.125,-8337.651,-55.584
870,1.9000000000000001,1000,200,51914.06,47009.086,-19685.897,-98.429,-11030.594,-55.153
871,1.9000000000000001,1000,500,126063.56,118689.943,-52340.701,-104.681,-41298.892,-82.598
872,1.9000000000000001,1000,1000,251844.16,243131.799,-110582.241,-110.582,-95038.892,-95.039
873,1.9000000000000001,5000,5,9271.06,5317.535,-438.03,-87.606,6141.053,1228.211
874,1.9000000000000001,5000,10,15545.62,10245.051,-2063.145,-206.315,11236.842,1123.684
875,1.9000000000000001,5000,20,30468.88,21943.202,-5906.95,-295.347,3924.867,196.243
876,1.9000000000000001,5000,50,67514.32,54575.707,-19041.855,-380.837,2367.805,47.356
877,1.9000000000000001,5000,100,131399.98,112041.389,-42883.505,-428.835,-2058.458,-20.585
878,1.9000000000000001,5000,150,197515.64,178588.558,-74632.958,-497.553,-43152.936,-287.686
879,1.9000000000000001,5000,200,263179.1,238479.159,-99963.843,-499.819,-68303.534,-341.518
880,1.9000000000000001,5000,500,634916.5,597874.223,-263707.644,-527.415,-231275.973,-462.552
881,1.9000000000000001,5000,1000,1266156.64,1218054.705,-551656.473,-551.656,-506997.043,-506.997
882,1.9000000000000001,10000,5,17939.36,9234.031,207.738,41.548,11021.053,2204.211
883,1.9000000000000001,10000,10,30904.3,20033.924,-3768.503,-376.85,13169.438,1316.944
884,1.9000000000000001,10000,20,57342.92,41425.478,-11244.994,-562.25,25676.249,1283.812
885,1.9000000000000001,10000,50,134637.8,111206.618,-40344.618,-806.892,2464.167,49.283
886,1.9000000000000001,10000,100,269185.36,233601.588,-91925.083,-919.251,-35495.548,-354.955
887,1.9000000000000001,10000,150,396688.74,359579.844,-150796.297,-1005.309,-89148.213,-594.321
888,1.9000000000000001,10000,200,520462.5,473930.961,-200003.33,-1000.017,-134286.861,-671.434
889,1.9000000000000001,10000,500,1292117.54,1216537.206,-536475.343,-1072.951,-439327.49,-878.655
890,1.9000000000000001,10000,1000,2545921.46,2429512.099,-1089553.436,-1089.553,-966988.337,-966.988
891,2.0,10,5,21.2,11.905,-1.305,-0.261,16.0,3.2
892,2.0,10,10,34.84,22.481,-5.061,-0.506,16.0,1.6
893,2.0,10,20,63.62,44.238,-12.428,-0.621,16.5,0.825
894,2.0,10,50,156.72,124.212,-45.852,-0.917,24.343,0.487
895,2.0,10,100,310.58,265.089,-109.799,-1.098,-37.622,-0.376
896,2.0,10,150,456.94,395.275,-166.805,-1.112,-74.882,-0.499
897,2.0,10,200,614.04,546.123,-239.103,-1.196,-145.5,-0.728
898,2.0,10,500,1529.54,1417.211,-652.441,-1.305,-564.89,-1.13
899,2.0,10,1000,3035.8,2823.433,-1305.533,-1.306,-1180.477,-1.18
900,2.0,20,5,37.64,20.454,-1.634,-0.327,24.0,4.8
901,2.0,20,10,65.96,43.327,-10.347,-1.035,28.0,2.8
902,2.0,20,20,119.46,85.272,-25.542,-1.277,9.431,0.472
903,2.0,20,50,293.54,225.595,-78.825,-1.576,-9.255,-0.185
904,2.0,20,100,561.58,461.451,-180.661,-1.807,-89.765,-0.898
905,2.0,20,150,861.66,731.448,-300.618,-2.004,-169.784,-1.132
906,2.0,20,200,1131.66,977.986,-412.156,-2.061,-173.019,-0.865
907,2.0,20,500,2750.66,2465.955,-1090.625,-2.181,-924.33,-1.849
908,2.0,20,1000,5513.2,5015.616,-2259.016,-2.259,-1962.446,-1.962
909,2.0,30,5,52.9,32.712,-6.262,-1.252,28.5,5.7
910,2.0,30,10,100.72,69.847,-19.487,-1.949,14.745,1.474
911,2.0,30,20,182.9,126.567,-35.117,-1.756,22.118,1.106
912,2.0,30,50,424.56,341.599,-129.319,-2.586,3.667,0.073
913,2.0,30,100,840.68,706.571,-286.231,-2.862,-98.166,-0.982
914,2.0,30,150,1212.44,1058.028,-451.808,-3.012,-264.646,-1.764
915,2.0,30,200,1649.54,1436.5,-611.73,-3.059,-422.881,-2.114
916,2.0,30,500,4048.44,3655.287,-1631.067,-3.262,-1396.498,-2.793
917,2.0,30,1000,7985.62,7332.118,-3339.308,-3.339,-2845.751,-2.846
918,2.0,40,5,71.66,40.424,-4.594,-0.919,30.0,6.0
919,2.0,40,10,125.74,84.488,-21.618,-2.162,67.5,6.75
920,2.0,40,20,236.9,167.648,-49.198,-2.46,64.0,3.2
921,2.0,40,50,563.68,470.976,-189.136,-3.783,70.5,1.41
922,2.0,40,100,1075.2,924.795,-387.195,-3.872,-140.5,-1.405
923,2.0,40,150,1615.76,1450.076,-642.196,-4.281,-390.0,-2.6
924,2.0,40,200,2149.96,1953.351,-878.371,-4.392,-449.255,-2.246
925,2.0,40,500,5316.14,4986.07,-2328.0,-4.656,-1841.537,-3.683
926,2.0,40,1000,10598.62,10066.415,-4767.105,-4.767,-3959.399,-3.959
927,2.0,50,5,83.84,39.199,2.721,0.544,57.0,11.4
928,2.0,50,10,156.86,83.154,-4.724,-0.472,81.0,8.1
929,2.0,50,20,299.7,204.795,-54.945,-2.747,133.0,6.65
930,2.0,50,50,692.76,510.559,-164.179,-3.284,165.226,3.305
931,2.0,50,100,1393.28,1194.122,-497.482,-4.975,-58.832,-0.588
932,2.0,50,150,2007.82,1731.268,-727.358,-4.849,-253.734,-1.692
933,2.0,50,200,2684.26,2383.53,-1041.4,-5.207,-570.842,-2.854
934,2.0,50,500,6601.56,6146.424,-2845.644,-5.691,-2433.408,-4.867
935,2.0,50,1000,13095.38,12535.194,-5987.504,-5.988,-5544.571,-5.545
936,2.0,100,5,179.82,94.708,-4.798,-0.96,106.5,21.3
937,2.0,100,10,307.54,172.577,-18.807,-1.881,161.0,16.1
938,2.0,100,20,582.12,394.359,-103.299,-5.165,261.0,13.05
939,2.0,100,50,1401.42,1055.257,-354.547,-7.091,242.461,4.849
940,2.0,100,100,2738.76,2370.569,-1001.189,-10.012,-414.939,-4.149
941,2.0,100,150,4003.82,3544.057,-1542.147,-10.281,-827.774,-5.518
942,2.0,100,200,5261.92,4728.022,-2097.062,-10.485,-1517.784,-7.589
943,2.0,100,500,12843.42,12022.086,-5600.376,-11.201,-4293.831,-8.588
944,2.0,100,1000,25709.44,24488.07,-11633.35,-11.633,-10534.504,-10.535
945,2.0,200,5,340.44,152.175,18.045,3.609,207.5,41.5
946,2.0,200,10,682.94,413.01,-71.54,-7.154,353.5,35.35
947,2.0,200,20,1153.16,801.628,-225.048,-11.252,313.961,15.698
948,2.0,200,50,2737.68,2159.152,-790.312,-15.806,-131.577,-2.632
949,2.0,200,100,5409.22,4693.852,-1989.242,-19.892,-972.358,-9.724
950,2.0,200,150,7929.9,7012.816,-3047.866,-20.319,-903.558,-6.024
951,2.0,200,200,10499.86,9367.408,-4117.478,-20.587,-1454.657,-7.273
952,2.0,200,500,25670.74,24048.462,-11213.092,-22.426,-8749.954,-17.5
953,2.0,200,1000,50855.84,49043.579,-23615.659,-23.616,-21300.806,-21.301
954,2.0,500,5,842.04,527.272,-106.252,-21.25,412.0,82.4
955,2.0,500,10,1614.82,1127.064,-319.654,-31.965,471.961,47.196
956,2.0,500,20,2787.62,2178.721,-784.911,-39.246,601.423,30.071
957,2.0,500,50,6806.44,5710.188,-2306.968,-46.139,-661.925,-13.238
958,2.0,500,100,13348.68,11999.453,-5325.113,-53.251,-2869.87,-28.699
959,2.0,500,150,19507.68,17782.104,-8028.264,-53.522,-4673.276,-31.155
960,2.0,500,200,26307.92,24325.186,-11171.226,-55.856,-7423.972,-37.12
961,2.0,500,500,62930.86,60309.04,-28843.61,-57.687,-20999.713,-41.999
962,2.0,500,1000,126720.5,123672.512,-60312.262,-60.312,-55538.218,-55.538
963,2.0,1000,5,1724.84,1095.299,-232.879,-46.576,672.0,134.4
964,2.0,1000,10,3125.94,2174.028,-611.058,-61.106,370.5,37.05
965,2.0,1000,20,5800.76,4422.228,-1521.848,-76.092,41.807,2.09
966,2.0,1000,50,14020.3,11929.435,-4919.285,-98.386,-2067.754,-41.355
967,2.0,1000,100,26253.46,23285.68,-10158.95,-101.589,-5260.0,-52.6
968,2.0,1000,150,39025.2,35173.649,-15661.049,-104.407,-9249.779,-61.665
969,2.0,1000,200,51577.78,47561.638,-21772.748,-108.864,-16329.746,-81.649
970,2.0,1000,500,126573.0,121844.617,-58558.117,-117.116,-49052.005,-98.104
971,2.0,1000,1000,253424.48,247381.237,-120668.997,-120.669,-110573.038,-110.573
972,2.0,5000,5,8800.04,5084.758,-684.738,-136.948,5297.5,1059.5
973,2.0,5000,10,15565.92,9217.976,-1435.016,-143.502,8745.0,874.5
974,2.0,5000,20,28477.88,19248.728,-5009.788,-250.489,9816.5,490.825
975,2.0,5000,50,67350.78,54161.051,-20485.661,-409.713,6987.0,139.74
976,2.0,5000,100,129713.94,112568.515,-47711.545,-477.115,-12458.188,-124.582
977,2.0,5000,150,193440.08,175991.335,-79271.295,-528.475,-49659.447,-331.063
978,2.0,5000,200,257805.8,234128.086,-105225.186,-526.126,-45028.0,-225.14
979,2.0,5000,500,639488.58,599548.339,-279804.049,-559.608,-218962.0,-437.924
980,2.0,5000,1000,1263252.5,1211341.034,-579714.784,-579.715,-516505.5,-516.505
981,2.0,10000,5,16020.52,9150.839,-1140.579,-228.116,9596.0,1919.2
982,2.0,10000,10,31408.28,21516.436,-5812.296,-581.23,7012.0,701.2
983,2.0,10000,20,58754.52,40679.127,-11301.867,-565.093,13946.0,697.3
